907692,177665,11083,11122,2110,6500,1487,11418,0
196997,8794,1099,3102,1217,938,205,2526,0
680738,142076,52199,14664,10714,9271,2920,15688,0
988850,1238592,133366,21764,77231,35264,22482,95231,0
43235,25269,24028,9299,2914,1255,418,3212,0
198498,28757,20891,1206,3109,4030,1511,4263,0
591557,61023,31353,17090,4405,3430,2416,6092,0
312709,85540,3300,4860,5481,3231,766,4325,0
528651,60013,22551,9288,3029,3114,856,3318,0
189285,32809,6005,2816,2337,3044,754,3939,0
635410,70401,2570,2453,1494,3088,682,2060,0
91450,104309,22714,6675,5438,1944,628,3304,0
3271267,836095,317687,162600,29989,51694,6169,42111,0
569078,88908,18447,7430,3423,3888,476,3818,0
160942,87420,11770,4694,2395,1724,757,2270,0
183351,35501,16019,7967,3230,1326,1399,2330,0
1059167,753901,110257,146120,101448,49062,11882,23345,0
1129904,1148513,511103,250442,362570,250171,261543,132560,0
1030841,39582,6585,4342,11277,6782,2218,5303,0
947764,76748,34933,9515,9649,11301,5254,4328,0
156849,66219,36128,58749,16677,18261,53533,13183,0
739323,100372,9877,26783,17781,21426,11287,21660,0
846679,1040832,204287,211921,85689,75722,48242,48799,0
1212850,47669,41992,11994,14069,9494,12270,5080,0
1103193,189153,46520,131856,49137,20193,20872,39521,0
138209,16998,5137,7096,1149,1184,495,1726,0
156018,48062,20581,1277,1974,1452,775,1786,0
222700,33837,10884,6792,817,1134,476,1035,0
149772,49971,4793,6853,3101,1904,641,1162,0
750097,162860,40211,4166,3935,6494,2350,10058,0
966185,245812,11843,6933,2653,2349,794,7587,0
2247758,774945,32624,84520,14915,13676,2616,15788,0
53464,28511,14576,1795,642,806,502,2165,0
952482,207464,28522,6835,4434,5527,1923,8771,0
148934,71203,41239,6350,1597,2048,1316,7064,0
1796316,447836,114116,30849,10385,8031,2305,23949,0
537743,10495,3530,3207,3290,478,171,1453,0
442990,101800,25631,5665,3578,2261,706,5209,0
1268557,60187,22268,10181,1988,3208,1158,3479,0
1080657,31381,24379,22366,5003,2949,1155,4922,0
567937,85050,25746,8988,3387,3706,1227,5223,0
2543442,348771,35236,33701,18089,9645,4222,16906,0
113038,32898,987,812,1256,1136,528,1495,0
614899,32952,10173,2951,1527,990,344,4639,0
786485,1396757,435504,13392,13267,9595,5937,67578,0
179445,12822,2574,1416,505,314,187,1492,0
2719008,106957,13182,86485,16287,7372,1943,16122,0
1236460,333242,12248,22640,13676,4538,2348,13228,0
517723,49530,4715,1473,4128,1051,501,3141,0
1530191,151004,14328,10217,2301,4183,1142,5228,0
1891082,286499,222955,31441,25959,16652,5155,9965,0
335829,134046,10850,9438,2978,2905,1553,4554,0
101996,172096,49812,5530,2762,3499,830,5638,0
2582952,202476,177,42500,43851,4910,6059,14141,0
