25489,23038,32595,8953,16351,7809,7282,3335,0
199864,49723,15596,10498,10197,16072,3508,3569,0
277336,24622,18053,3104,7565,12429,3531,1803,0
288060,43774,2441,28877,15926,4973,4177,1628,0
115324,11310,6555,12296,10015,6563,3256,2924,0
179227,47985,4162,5266,11609,8576,4700,2621,0
148886,172367,4947,5231,5304,7383,7939,3040,0
190267,118925,14206,6544,15426,5499,11309,1946,0
149660,193618,19783,15558,7593,6547,5408,1982,0
153763,51974,6267,6659,18900,11310,4377,2471,0
296735,11688,20145,23418,1642,3302,4352,3258,0
211243,51327,9526,22914,5703,15916,6506,3521,0
46650,25233,2115,1470,1138,2098,1279,511,0
116519,41359,4560,5348,7801,5083,6170,2567,0
363560,86082,3762,4924,12089,5397,3458,2175,0
458627,78007,15876,6525,19867,8404,4386,1042,0
128818,38805,12878,20200,12449,10507,2740,1168,0
558911,92387,46382,7062,9000,6240,5729,1139,0
133075,155426,33481,12802,17431,7734,4682,1020,0
942129,104086,721,15687,5645,3902,4101,2558,0
294621,53762,10425,25059,4876,9261,2044,1527,0
335832,27629,21939,6816,14772,11984,8628,1731,0
283398,7322,2098,2156,3789,2864,901,690,0
1240515,32243,14068,8976,4569,2518,2422,2113,0
183583,69304,13397,18205,9835,15165,8258,3269,0
85808,48691,8871,9881,6714,8815,3897,935,0
547672,130434,13561,3730,10284,6131,3333,1557,0
179066,78510,25393,20082,18951,7789,4687,2320,0
121887,39056,42299,18051,14548,9901,5023,3761,0
254716,131108,6964,18764,4294,7189,3797,1854,0
149847,18984,3514,2821,5678,2295,1426,758,0
391605,58830,12575,16826,7022,9076,5778,751,0
77597,89604,25598,5350,14919,7861,2446,1688,0
328292,137328,5260,38392,7716,10220,6713,2671,0
181496,74698,7245,11647,6774,10099,3046,1734,0
206931,59716,10314,22540,17108,15598,8281,3438,0
516882,106484,3771,3270,8227,5962,4662,2675,0
453650,273118,22488,10974,7773,7601,3991,2514,0
474977,35353,11606,9111,6621,6590,4175,1305,0
239060,28688,11629,12540,13353,10638,4746,1855,0
266256,25961,21142,17262,9076,6784,7585,2560,0
94984,74957,2098,13793,16500,12125,3846,1039,0
832208,65559,42952,10240,13806,12190,5031,3000,0
318658,55646,6016,7803,4238,9370,5333,5584,0
390782,11117,12161,8559,14314,7115,6538,1730,0
85653,56777,20739,5524,12310,5490,5626,661,0
195728,24404,20557,3266,16433,5083,5148,766,0
197609,46358,3670,23017,4249,14239,5015,1404,0
788256,34283,4616,20755,6387,4828,5529,5129,0
640747,129084,51454,9522,28263,12908,8073,2683,0
